,movie_id,predictions
55,3098782,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
56,17991914,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
57,32136365,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
58,8204853,0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
59,15842654,0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
60,2155517,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
61,24228496,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
62,16673820,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
63,9537791,0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
64,7537280,0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
65,29549727,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
66,25958067,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
67,9307052,0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 0 1
68,6788669,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
69,23805662,1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0
70,35131808,0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
71,35030681,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
72,19896950,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
73,24355979,0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0
74,1376896,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
75,11192132,1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
76,13005847,1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0
77,1740764,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
78,32496356,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
79,3790121,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
80,1906889,1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
81,7443928,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
82,20645464,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
83,26906212,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
84,6639909,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
85,15508824,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
86,11937252,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
87,7906,0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
88,11842746,1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
89,27923824,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
90,9495654,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
91,32826498,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
92,1141596,1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
93,14136794,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
94,2762659,1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
95,32038154,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
96,15127637,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
97,9119884,1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
98,859241,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
99,1475914,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
100,32874019,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
101,512161,0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
102,14242470,0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
103,6942838,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
104,633832,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
105,23925754,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
106,3589259,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
107,5579906,1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
108,8377856,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0
109,491757,0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0
110,133688,1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
111,74868,0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
112,20580166,1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
113,7520304,1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
114,15340311,1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
115,18728031,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
116,11488122,0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
117,31705653,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
118,26549866,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
119,4246026,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
120,3952475,0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1
121,2711162,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
122,8905156,0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
123,35990410,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
124,15292916,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
125,66870,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
126,19685467,0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
127,33280938,1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
128,9074501,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
129,34907074,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
130,19918475,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
131,177735,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
132,4142291,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
133,20329270,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
134,1405743,0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
135,6426786,0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
136,35412577,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
137,29616483,1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
138,14261075,0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
139,23607760,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
140,32340407,0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
141,1166518,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
142,9644100,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
143,22634826,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
144,3466113,1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
145,12857448,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
146,33594947,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
147,23975295,0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0
148,7090669,0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
149,2648856,1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
150,17753400,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
151,32199706,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
152,15462142,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
153,2206566,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0
154,35785586,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
155,32204201,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
156,9266932,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
157,16648109,0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
158,15105645,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
159,10479762,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160,12835554,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
161,12378414,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
162,2377695,1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
163,14359104,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
164,7351154,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
165,3237559,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
166,5454380,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
167,25345231,1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
168,31496522,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
169,34270681,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
170,1012964,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
171,10640523,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
172,25225244,0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1
173,11604193,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
174,24551073,1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
175,23681959,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
176,7209996,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
177,4471231,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
178,13184696,0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
179,29585621,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0
180,2430019,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
181,34354688,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
182,34972884,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
183,476640,0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
184,14814612,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
185,26322280,1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
186,25947431,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
187,12710627,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
188,11624498,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
189,17216587,0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
190,2270205,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
191,770239,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
192,28145330,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
193,8312297,0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
194,9985510,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
195,4105119,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
196,2162986,1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
197,565879,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
198,19344803,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
199,27459449,0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0
200,29641798,1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
201,32898123,1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
202,8982202,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
203,26990345,1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
204,34037650,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
205,8357964,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
206,18884961,1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
207,957322,0 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
208,5471678,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
209,20000224,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
210,4531990,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
211,3933604,0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
212,6969487,0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
213,22574837,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
214,2393998,0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
215,11948988,0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
216,6156372,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
217,12897402,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
218,29129012,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
219,32172995,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
220,13572405,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
221,228496,1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
222,32648655,0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
223,35484229,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
224,2488992,0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0
225,2738256,0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
226,930379,0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
227,1287132,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0
228,19189562,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
229,9129800,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
230,3733842,1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
231,775536,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
232,14988233,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
233,5735742,0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
234,34014272,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
235,24173081,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
236,31976092,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
237,14640866,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
238,12097185,1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
239,950245,0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
240,9235373,0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
241,29081296,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
242,5631382,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
243,4317586,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
244,5721992,0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0
245,21670911,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
246,7060387,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
247,2951878,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
248,1354757,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
249,1934977,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
250,8094113,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
251,29830825,1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
252,20072112,0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
253,2071781,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
254,7645983,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
255,10793784,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
256,17123071,0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0
257,21855963,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
258,490623,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
259,1693905,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
260,10801856,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
261,28671081,0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
262,1506586,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
263,22839891,1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
264,13505565,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
265,61070,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
266,1371113,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
267,30221797,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
268,28616959,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
269,13902330,0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
270,31523947,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
271,25169565,1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
272,12252309,0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
273,9503710,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
274,8827343,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
275,12897573,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
276,13757894,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
277,9470913,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
278,3920193,1 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
279,11958595,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
280,4627909,1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0
281,19369265,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
282,28687847,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
283,14414193,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
284,25746124,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
285,12777147,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
286,12171112,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
287,21057974,0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
288,29768643,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
289,462452,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
290,14509186,0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0
291,34532238,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
292,26442677,0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
293,3231227,1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
294,2111318,0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
295,26382063,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
296,12688359,1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
297,3825963,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
298,15559251,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
299,5179763,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
300,685981,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
301,3906643,0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0
302,8681206,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
303,19289750,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
